level_0,index,rank,song,artist_base,artist_all,year,lyrics
10,10,11,locked out of heaven,bruno mars,bruno mars,2013,"Aw, yeah yeah
Aw, yeah yeah yeah yeah, ooh!
Aw, yeah yeah
Aw, yeah yeah yeah yeah, ooh!
Never had much faith in love or miracles
Never wanna put my heart on the line
But swimming in your water's something spiritual
I'm born again every time you spend the night
'Cause your sex takes me to paradise
Yeah, your sex takes me to paradise
And it shows, yeah yeah yeah
'Cause you make me feel like
I've been locked out of heaven
For too lo-o-ong, for too lo-o-ong
Yeah, you make me feel like
I've been locked out of heaven
For too lo-o-ong, for too lo-o-ong
Aw, yeah yeah yeah yeah, ooh!
Aw, yeah yeah
Aw, yeah yeah yeah yeah, ooh!
You bring me to my knees, you make me testify
You can make a sinner change his ways
Open up your gates cause I can't wait to see the light
And right there is where I wanna stay
'Cause your sex takes me to paradise
Yeah, your sex takes me to paradise
And it shows, yeah yeah yeah
'Cause you make me feel like
I've been locked out of heaven
For too lo-o-ong, for too lo-o-ong
Yeah, you make me feel like
I've been locked out of heaven
For too lo-o-ong, for too lo-o-ong
Oh-oh-oh-oh, yeah yeah yeah
Can I just stay here?
Spend the rest of my days here?
Oh-oh-oh-oh, yeah yeah yeah
Can I just stay here?
Spend the rest of my days here?
'Cause you make me feel like
I've been locked out of heaven
For too lo-o-ong, for too lo-o-ong
Yeah, you make me feel like
I've been locked out of heaven
For too lo-o-ong, for too lo-o-ong
Aw, yeah yeah yeah yeah, ooh!
Aw, yeah yeah
Aw, yeah yeah yeah yeah, ooh!"
11,11,12,ho hey,the lumineers,the lumineers,2013,"I been trying to do it right
I been living a lonely life
I been sleepin' here instead
I been sleepin' in my bed
I been sleepin' in my bed
So show me family
All the blood that I will bleed
I don't know where I belong
I don't know where I went wrong
But I can write a song
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweetheart
I don't think you're right for him
Think of what it might have been if we
Took a bus to Chinatown
I'd be standin' on Canal, and Bowery
And she'd be standin' next to me
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweetheart
Love we need it now
Let's hope for some
Cause oh, we're bleedin' out
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweetheart"
12,12,13,stay,rihanna,rihanna  featuring  mikky ekko,2013,"All along it was a fever
A cold sweat, hot-headed believer
I threw my hands in the air, said show me something
He said, “If you dare come a little closer”
Round and around and around and around we go
Oh now tell me now tell me now tell me now you know
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
I want you to stay
It's not much of a life you're living
It's not just something you take, it's given
Round and around and around and around we go
Oh, now tell me now, tell me now, tell me now you know
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
And I want you to stay
Ooh, the reason I hold on
Ooh, 'cause I need this hole gone
Funny you're the broken one
But I'm the only one who needed saving
'Cause when you never see the light
It's hard to know which one of us is caving
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
I want you to stay
Stay
I want you to stay
Ooh"
13,13,14,get lucky,daft punk,daft punk  featuring  pharrell williams,2013,"Like the legend of the phoenix
All ends with beginnings
What keeps the planet spinning
The force from the beginning
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night to the sun, I'm up all night to get some
She's up all night for good fun, I'm up all night to get lucky
We're up all night to the sun, we're up all night to get some
We're up all night for good fun, we're up all night to get lucky
We're up all night to get lucky, we're up all night to get lucky
We're up all night to get lucky, we're up all night to get lucky
The present has no ribbon
Your gift keeps on giving
What is this I'm feeling?
If you want to leave, I'm with it
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night to the sun, I'm up all night to get some
She's up all night for good fun, I'm up all night to get lucky
We're up all night to the sun, we're up all night to get some
We're up all night for good fun, we're up all night to get lucky
We're up all night to get lucky, we're up all night to get lucky
We're up all night to get lucky, we're up all night to get lucky
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get
We're up all night to get 
We're up all night to get
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We've come too far
To give up who we are
So let's raise the bar
And our cups to the stars
She's up all night to the sun, I'm up all night to get some
She's up all night for good fun, I'm up all night to get lucky
We're up all night to the sun, we're up all night to get some
We're up all night for good fun, we're up all night to get lucky
We're up all night to get lucky, we're up all night to get lucky
We're up all night to get lucky, we're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky
We're up all night to get lucky"
14,14,15,royals,lorde,lorde,2013,"I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In a torn up town, no post code envy
But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tiger's on a gold leash
We don't care; we aren't caught up in your love affair
And we'll never be royals 
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler 
You can call me queen bee
And baby I'll rule 
Let me live that fantasy
My friends and I, we've cracked the code
We count our dollars on the train to the party
And everyone who knows us knows
We're fine with this
We didn't come from money
But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tiger's on a gold leash
We don't care; we aren't caught up in your love affair
And we'll never be royals 
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler 
You can call me queen bee
And baby I'll rule 
Let me live that fantasy
We're bigger than we ever dreamed
And I'm in love with being queen
Life is great without a care
We aren't caught up in your love affair
And we'll never be royals 
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler 
You can call me queen bee
And baby I'll rule 
Let me live that fantasy"
15,15,16,i knew you were trouble,taylor swift,taylor swift,2013,"Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me, you found me
I guess you didn't care, and I guess I liked that
And when I fell hard, you took a step back
Without me, without me, without me
And he's long gone, when he's next to me
And I realize the blame is on me
'Cause I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground
Oh, oh-oh
Trouble, trouble, trouble
Oh, oh-oh
Trouble, trouble, trouble
No apologies, he'll never see you cry
Pretend he doesn't know
That he's the reason why
You're drowning, you're drowning
You're drowning
And I heard you moved on
From whispers on the street
A new notch in your belt is all I'll ever be
And now I see, now I see
Now I see
He was long gone when he met me
And I realize the joke is on me, hey!
I knew you were trouble when you walked in 
So, shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been 
Now I'm lying on the cold hard ground
Oh, oh-oh 
Trouble, trouble, trouble
Oh, oh-oh
Trouble, trouble, trouble
And the saddest fear
Comes creeping in
That you never loved me
Or her, or anyone, or anything, yeah!
I knew you were trouble when you walked in
So, shame on me now
Flew me to places I'd never been 
'Til you put me down, oh
I knew you were trouble when you walked in
So, shame on me now 
Flew me to places I'd never been 
Now I'm lying on the cold hard ground
Oh, oh-oh
Trouble, trouble, trouble 
Oh, oh-oh
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble"
16,16,17,we can't stop,miley cyrus,miley cyrus,2013,"It’s our party, we can do what we want
It’s our party, we can say what we want
It’s our party, we can love who we want
We can kiss who we want
We can screw who we want
It’s our party, we can do what we want
It’s our party, we can say what we want
It’s our party, we can love who we want
We can kiss who we want
We can screw who we want
Red cups and sweaty bodies everywhere
Hands in the air like we don’t care
'Cause we came to have so much fun now
Bet somebody here might get some now
If you’re not ready to go home
Can I get a ""hell no""? 
'Cause we gonna go all night
Till we see the sunlight, alright 
So la-da-di-da-di, we like to party
Dancing with Molly
Doing whatever we want
This is our house
This is our rules
And we can’t stop
And we won’t stop
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?
And we can’t stop
And we won’t stop
We run things, things don’t run we
Don’t take nothing from nobody, yeah, yeah
It’s our party, we can do what we want
It’s our party, we can say what we want
It’s our party, we can love who we want
We can kiss who we want
We can screw who we want
To my homegirls here with the big butt
Shaking it like we at a strip club
Remember only God can judge ya
Forget the haters, 'cause somebody loves ya
And everyone in line in the bathroom
Tryna get a line in the bathroom
We all so turnt up here
Getting turnt up, yeah, yeah, yeah, yeah
So la-da-di-da-di, we like to party
Dancing with Molly
Doing whatever we want
This is our house
This is our rules
And we can’t stop
And we won’t stop
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?
And we can’t stop
And we won’t stop
We run things, things don’t run we
Don’t take nothing from nobody, yeah, yeah
It’s our party, we can do what we want
It’s our party, we can say what we want
It’s our party, we can love who we want
We can kiss who we want
We can screw who we want
It's our party, we can do what we want to!
It's our house, we can love who we want to!
It's our song, we can sing if we want to!
It's my mouth, I can say what I want to
Yeah! Yeah! Yeah! Ehh!
And we can't stop 
And we won't stop 
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?
And we can’t stop
And we won’t stop
We run things, things don't run we
Don’t take nothing from nobody, yeah, yeah
Yeah, yeah
We can do what we want to
We can do what we want to"
17,17,18,wrecking ball,miley cyrus,miley cyrus,2013,"We clawed, we chained, our hearts in vain
We jumped, never asking why
We kissed, I fell under your spell
A love no one could deny
Don’t you ever say I just walked away
I will always want you
I can’t live a lie, running for my life
I will always want you
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me
I put you high up in the sky
And now, you’re not coming down
It slowly turned, you let me burn
And now, we’re ashes on the ground
Don’t you ever say I just walked away
I will always want you
I can’t live a lie, running for my life
I will always want you
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
I never meant to start a war
I just wanted you to let me in
And instead of using force
I guess I should’ve let you win
I never meant to start a war
I just wanted you to let me in
I guess I should’ve let you win
Don’t you ever say I just walked away
I will always want you
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
Yeah, you, you wreck me"
18,18,19,wake me up,avicii,avicii,2013,"Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost
I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
I wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know"
19,19,20,suit & tie,justin timberlake,justin timberlake  featuring  jay-z,2013,"Ooh-oh
I be on my suit and tie, shit tied, shit tied
I be on my suit and tie, shit tied, shit
Can I show you a few things?
A few things, a few things, little baby
‘Cause I be on my suit and tie, shit tied, shit
I be on my suit and tie, shit tied, shit
Let me show you a few things
Let me show you a few things
Wait a minute
You ready, JT?
I can't wait 'til I get you on the floor, good-lookin'
Going hot, so hot, just like an oven
And ow! Burned myself, but just had to touch it
And it's so so fine, and it's all mine
Hey, baby, we don't mind all the watching 
‘Cause if they study close, real close
They might learn something
She ain't nothing but a little doozy when she does it
She's so fire tonight
And as long as I've got my suit and tie
I'ma leave it all on the floor tonight
And you got fixed up to the nines
Let me show you a few things 
All pressed up in black and white
And you're dressed in that dress I like
Love is swinging in the air tonight
Let me show you a few things 
Let me show you a few things
Show you a few things about love
Now we’re in the swing of love
Let me show you a few things
Show you a few things
Show you a few things about love, hey
Stop, let me get a good look at it
So thick, now I know why they call it a fatty
And ow!
Shit so sick got a hit and picked up a habit
That's alright, ‘cause you're all mine 
Go on and show 'em who you call daddy
I guess they're just mad
‘Cause, girl, they wish they had it
My killer, my Thriller, yeah, you're a classic
And you're all mine, tonight
And as long as I've got my suit and tie
I'ma leave it all on the floor tonight
And you got fixed up to the nines
Let me show you a few things
All pressed up in black and white
And you're dressed in that dress I like
Love is swinging in the air tonight
Let me show you a few things
Let me show you a few things
Show you a few things about love
Now we’re in the swing of love
Let me show you a few things
Show you a few things about love, hey
Get out your seat, Hov!
Uh!
All black at the white shows
White shoes at the black shows
Green card for the Cuban linx
Y'all sit back and enjoy the light show
Nothing exceeds like excess
Stoute got gout from having the best of the best
Is this what it's all about? I'm at the rest-
…aurant with my rant disturbing the guests
Years of distress, tears on the dress
Try to hide her face with some makeup sex
Uh!
This is truffle season
Tom Ford tuxedos for no reason
All Saints for my angel, Alexander Wang too
Ass-tight denim and some Dunks
I'll show you how to do this young, uh!
No papers, catch vapors
Get high, out Vegas
D'USSÉ's on doubles, ain't looking for trouble
You just got good genes so a nigga tryna cuff you
Tell your mother that I love her ‘cause I love you
Tell your father we go farther as a couple
They ain't lose a daughter, got a son
I show you how to do this, huh! Uh
And as long as I've got my suit and tie
I'ma leave it all on the floor tonight
And you got fixed up to the nines
Let me show you a few things 
All pressed up in black and white
And you're dressed in that dress I like
Love is swinging in the air tonight
Let me show you a few things 
Let me show you a few things 
Show you a few things about love, love, love
Let me show you a few things 
Show you a few things about love, hey
Ow!"
20,20,21,cups (pitch perfect's ,anna kendrick,anna kendrick,2013,"[Verse 1]
I've got my ticket for the long way 'round
Two bottles of whiskey for the way
And I sure would like some sweet company
And I'm leaving tomorrow, what do you say?

[Chorus 1]
When I'm gone
When I'm gone
You’re gonna miss me when I'm gone
You're gonna miss me by my hair
You're gonna miss me everywhere, oh
You're gonna miss me when I’m gone
When I'm gone
When I'm gone
You're gonna miss me when I'm gone
You're gonna miss me by my walk
You're gonna miss me by my talk, oh
You're gonna miss me when I'm gone

[Verse 2]
I've got my ticket for the long way 'round
The one with the prettiest of views
It's got mountains, it's got rivers, it's got sights to give you shivers
But it sure would be prettier with you

[Chorus 2]
When I'm gone
When I'm gone
You're gonna miss me when I'm gone
You're gonna miss me by my walk
You're gonna miss me by my talk, oh
You're gonna miss me when I'm gone
When I'm gone
When I'm gone
You’re gonna miss me when I'm gone
You're gonna miss me by my hair
You're gonna miss me everywhere, oh
You're sure gonna miss me when I’m gone

[Outro]
When I'm gone
When I'm gone
You’re gonna miss me when I'm gone
You're gonna miss me by my walk
You're gonna miss me by my talk, oh
You're gonna miss me when I'm gone"
21,21,22,holy grail,jay-z,jay-z  featuring  justin timberlake,2013,"You'd take the clothes off my back and I'd let you
You'd steal the food right out my mouth
And I'd watch you eat it
I still don’t know why, why our love is so much, ohh
You curse my name in spite to put me to shame
Hang my laundry in the streets, dirty or clean
Give it up for fame
But I still don't know why, why I love it so much
And, baby, it's amazin' I'm in this maze with you
I just can't crack your code
One day you screamin' you love me loud
The next day you're so cold
One day you're here, one day you're there, one day you care
You're so unfair
Sippin' from your cup 'til it runneth over
Holy Grail
Uh, uh, uh
Blue told me remind you niggas, uh
Fuck that shit y'all talking 'bout, I'm the nigga, uh
Caught up in all these lights and cameras, uh
But look what that shit did to Hammer, uh
Goddamn it, I like it
Bright lights is enticin', but look what it did to Tyson
All that money in one night, thirty mil' for one fight
But soon as all the money blows, all the pigeons take flight
Fuck the fame, keep cheatin' on me
What I do? I took her back
Fool me twice; that's my bad, I can't even blame her for that
Enough to make me wanna murder
Momma, please just get my bail
I know nobody to blame; Kurt Cobain, I did it to myself, uh
And we all just entertainers
And we're stupid and contagious
And we all just entertainers
And, baby, it's amazin' I'm in this maze with you
I just can't crack your code
One day you screamin' you love me loud
The next day you're so cold
One day you're here, one day you're there, one day you care
You're so unfair
Sippin' from your cup 'til it runneth over
Holy Grail
Now I got tattoos on my body
Psycho bitches in my lobby
I got haters in the paper, photo shoots with paparazzi
Can't even take my daughter for a walk
See 'em by the corner store
I feel like I'm cornered off
Enough is enough, I'm callin' this off
Who the fuck I'm kiddin' though?
I'm gettin' high, sittin' low
Slidin' by in that big body, curtains all in my window
This fame hurt, but this chain worse
I think back you asked the same person
If this is all you had to deal with
Nigga, deal with, this shit ain't work
This light work, camera snappin', my eyes hurt
Niggas dying back where I was birthed
Fuck your iris and the IRS
Get the hell up off your high horse
You got the shit that niggas die for, dry yours
Why you mad? Take the good with the bad
Or throw the baby out with that bath water
You still alive, still that nigga
Nigga, you survived, you still gettin' bigger
Nigga, living the life, vanilla wafers in a villa
Illest nigga alive; Michael Jackson's Thriller
And, baby, it's amazin' I'm in this maze with you
I just can't crack your code
One day you screamin' you love me loud
The next day you're so cold
One day you're here, one day you're there, one day you care
You're so unfair
Sippin' from your cup 'til it runneth over
Holy Grail
You get the air out my lungs whenever you need it
And you take the blade right out my heart
Just so you can watch me bleed
And I still don't know why, why I love you so much, yeah
And you play this game in spite to drive me insane
I got it tattooed on my sleeve
Forever in ink with guess whose name
But I still don't know why, why our love is so much, yeah
And, baby, it's amazin' I'm in this maze with you
I just can't crack your code
One day you screamin' you love me loud
The next day you're so cold
One day you're here, one day you're there, one day you care
You're so unfair
Sippin' from your cup 'til it runneth over
Holy Grail"
